Student ID,Student Name,Class,Section,Term,Maths,Science,Social Science,English,Hindi,Marks Score,Total Marks,Percentage,Result
S703,Leonard Killshaw,10,B,Term 1,69,87,79,97,90,422,500,84.4,Pass
S256,Letty Purle,1,A,Term 1,34,42,29,74,60,239,500,47.8,Pass
S872,Martie Berry,3,A,Term 2,50,22,33,87,91,283,500,56.6,Pass
S666,Kevon Tallman,11,B,Term 2,34,62,73,94,28,291,500,58.2,Pass
S122,Desiri Fegan,11,B,Term 1,57,42,23,72,26,220,500,44,Pass
S552,Rafaelita Roake,7,B,Term 2,87,90,50,84,42,353,500,70.6,Pass
S324,Pearl Brunone,4,A,Term 1,19,56,32,41,54,202,500,40.4,Pass
S569,Cedric Dmitr,2,B,Term 2,96,68,94,23,72,353,500,70.6,Pass
S459,Genevieve Bytheway,4,A,Term 1,71,35,99,45,55,305,500,61,Pass
S791,Maureen Cristofori,2,B,Term 2,75,42,21,70,67,275,500,55,Pass
S912,Levon Medhurst,5,B,Term 1,53,95,87,21,55,311,500,62.2,Pass
S296,Matti Bavage,2,A,Term 2,92,25,68,23,34,242,500,48.4,Pass
S451,Leonanie Maliphant,8,A,Term 2,26,70,89,59,47,291,500,58.2,Pass
S729,Viviene Waldock,8,B,Term 2,95,38,22,45,70,270,500,54,Pass
S443,Donielle Kareman,2,B,Term 1,48,29,56,52,64,249,500,49.8,Pass
S223,Dinah Sabathier,12,A,Term 2,56,72,45,73,71,317,500,63.4,Pass
S953,Charis Kieran,8,A,Term 1,85,13,78,23,33,232,500,46.4,Pass
S595,Alecia Alelsandrovich,4,A,Term 2,35,90,74,33,40,272,500,54.4,Pass
S436,Stanislaw Hembery,3,B,Term 1,51,16,24,85,34,210,500,42,Pass
S497,Allayne Dumbarton,12,A,Term 2,51,14,72,56,86,279,500,55.8,Pass
S701,Natasha Perago,9,A,Term 1,70,57,38,78,89,332,500,66.4,Pass
S141,Ilse Rosenfelt,4,B,Term 1,16,39,39,87,77,258,500,51.6,Pass
S811,Thatcher Gant,7,B,Term 2,77,66,39,57,54,293,500,58.6,Pass
S395,Joy Philson,12,B,Term 1,54,78,35,79,75,321,500,64.2,Pass
S841,Mattheus Januszkiewicz,12,B,Term 2,79,41,27,67,54,268,500,53.6,Pass
S188,Martie Edgeller,7,B,Term 1,25,52,28,42,43,190,500,38,Pass
S510,Vaclav Yve,1,B,Term 1,24,74,34,87,61,280,500,56,Pass
S753,Kippie Mallen,9,B,Term 2,91,77,60,45,90,363,500,72.6,Pass
S546,Bernhard Scoterbosh,2,A,Term 2,46,84,48,90,63,331,500,66.2,Pass
S430,Arni O'Scanlan,6,A,Term 1,32,13,60,75,27,207,500,41.4,Pass
S497,Stacy Brandrick,2,B,Term 1,85,41,52,68,84,330,500,66,Pass
S374,Karlyn Squirrel,4,A,Term 2,17,36,78,81,90,302,500,60.4,Pass
S559,Francisca Haddinton,3,A,Term 1,29,22,78,26,83,238,500,47.6,Pass
S395,Malorie Mitroshinov,4,A,Term 2,20,80,45,21,44,210,500,42,Pass
S701,Nelli Pourvoieur,2,A,Term 2,14,72,23,45,80,234,500,46.8,Pass
S356,Petronia Hellyer,10,B,Term 2,69,97,93,88,55,402,500,80.4,Pass
S571,Duane Eatherton,1,A,Term 2,71,57,66,28,94,316,500,63.2,Pass
S955,Neile O'Docherty,3,B,Term 2,73,92,64,71,95,395,500,79,Pass
S599,Nanete Gaynsford,2,A,Term 1,37,16,19,70,39,181,500,36.2,Pass
S913,Nathalie Lavielle,7,B,Term 2,85,38,93,73,79,368,500,73.6,Pass
S488,Haley Medd,10,A,Term 1,52,46,34,26,32,190,500,38,Pass
S158,Jack Traviss,9,B,Term 2,49,15,53,79,52,248,500,49.6,Pass
S247,Winonah Cicchillo,10,B,Term 2,97,46,88,44,73,348,500,69.6,Pass
S977,Worth Duiged,8,B,Term 2,88,85,21,46,27,267,500,53.4,Pass
S463,Mortie Aldous,9,B,Term 1,87,47,48,43,82,307,500,61.4,Pass
S491,Bunnie Koubu,6,B,Term 1,87,17,54,68,70,296,500,59.2,Pass
S796,Sallyann Greste,11,A,Term 1,34,62,68,41,83,288,500,57.6,Pass
S440,Gonzales Garvill,8,A,Term 1,72,65,84,63,56,340,500,68,Pass
S414,Harbert Labrone,3,B,Term 1,79,55,71,92,86,383,500,76.6,Pass
S028,Dolores Godbald,6,B,Term 1,78,78,41,77,40,314,500,62.8,Pass
S315,Robbie Pick,6,A,Term 1,76,57,89,33,38,293,500,58.6,Pass
S245,Germaine Walczak,3,A,Term 2,94,61,82,64,77,378,500,75.6,Pass
S562,Corey McComas,3,A,Term 1,71,75,54,92,82,374,500,74.8,Pass
S367,Catrina Widmore,11,A,Term 1,85,55,99,68,82,389,500,77.8,Pass
S832,Barron Scritch,2,B,Term 2,42,55,22,83,44,246,500,49.2,Pass
S884,Carlotta Feldmesser,4,A,Term 2,21,66,20,77,65,249,500,49.8,Pass
S697,Arvie Sommer,5,A,Term 2,31,63,76,72,90,332,500,66.4,Pass
S932,Marge Creffeild,10,A,Term 1,89,43,20,60,24,236,500,47.2,Pass
S021,Sandor Cartlidge,5,B,Term 1,55,91,57,90,76,369,500,73.8,Pass
S962,Abbe Sercombe,8,B,Term 2,19,54,60,61,78,272,500,54.4,Pass
S736,Odele Lieb,8,B,Term 1,87,14,91,67,29,288,500,57.6,Pass
S655,Malinde Prenty,3,B,Term 2,65,96,34,34,79,308,500,61.6,Pass
S784,Conan Wildey,10,A,Term 1,24,58,55,88,83,308,500,61.6,Pass
S819,Tabor Soonhouse,10,B,Term 1,60,23,70,53,93,299,500,59.8,Pass
S448,Nathalie Witherdon,9,A,Term 2,55,51,84,23,25,238,500,47.6,Pass
S866,Nicko O'Grada,8,A,Term 1,75,98,39,79,62,353,500,70.6,Pass
S185,Baxie Meechan,3,A,Term 2,76,23,81,31,29,240,500,48,Pass
S016,Nehemiah Bragg,7,A,Term 2,27,19,34,87,76,243,500,48.6,Pass
S771,Clovis Swanwick,7,A,Term 1,43,40,67,24,95,269,500,53.8,Pass
S579,Rycca Rizzardo,4,A,Term 2,83,14,67,48,25,237,500,47.4,Pass
S388,Erminia Toderi,3,B,Term 1,96,51,69,87,74,377,500,75.4,Pass
S629,Ignacius Spiers,11,A,Term 2,20,26,74,36,32,188,500,37.6,Pass
S631,Willa Russo,6,A,Term 1,83,73,73,76,77,382,500,76.4,Pass
S843,Alane Guilaem,8,A,Term 2,49,64,81,40,60,294,500,58.8,Pass
S433,Rani Mayler,4,B,Term 1,22,97,73,65,35,292,500,58.4,Pass
S681,Paolo Kuhle,8,A,Term 2,62,12,24,27,27,152,500,30.4,Fail
S216,Koenraad Suggey,10,B,Term 2,16,16,95,50,49,226,500,45.2,Pass
S657,Carrol Timson,6,A,Term 2,89,81,21,76,39,306,500,61.2,Pass
S574,Robbie Hinzer,4,B,Term 1,52,79,79,77,64,351,500,70.2,Pass
S663,Hyacintha Bassom,1,B,Term 2,80,37,44,82,46,289,500,57.8,Pass
S280,Christiana Sidaway,7,A,Term 2,96,96,26,83,87,388,500,77.6,Pass
S556,Leesa Rollo,12,A,Term 2,92,80,21,56,72,321,500,64.2,Pass
S701,Delila O'Glassane,1,B,Term 1,38,34,86,91,47,296,500,59.2,Pass
S676,Kris Hubball,10,A,Term 2,75,22,83,43,86,309,500,61.8,Pass
S649,Rees Hadgraft,7,A,Term 2,90,97,18,41,64,310,500,62,Pass
S084,Melodee Goodfield,8,B,Term 2,75,57,92,59,74,357,500,71.4,Pass
S134,Malcolm Livens,6,B,Term 2,38,18,38,80,32,206,500,41.2,Pass
S234,Adolph Ong,7,B,Term 2,83,39,22,63,65,272,500,54.4,Pass
S586,Yves Testo,1,B,Term 1,71,59,78,33,95,336,500,67.2,Pass
S548,Curr Sotheron,5,B,Term 2,80,29,38,53,41,241,500,48.2,Pass
S356,Shane Rackstraw,7,A,Term 2,96,20,31,25,43,215,500,43,Pass
S944,Randee Swaile,4,A,Term 2,57,93,24,42,42,258,500,51.6,Pass
S584,Dannie Mose,9,A,Term 1,58,95,35,71,53,312,500,62.4,Pass
S633,Kiley MacAvddy,8,A,Term 2,67,33,69,60,55,284,500,56.8,Pass
S794,Judon Tebald,12,B,Term 1,84,32,97,94,50,357,500,71.4,Pass
S447,Kinsley Firpi,10,B,Term 1,30,12,70,85,60,257,500,51.4,Pass
S718,Jocelyne Valentin,11,B,Term 2,97,51,89,23,70,330,500,66,Pass
S709,Celina Havvock,11,B,Term 2,58,14,94,66,95,327,500,65.4,Pass
S521,Jarred Ferries,12,A,Term 2,25,80,91,61,29,286,500,57.2,Pass
S208,Alexandre Veazey,3,A,Term 2,48,13,88,24,61,234,500,46.8,Pass
S612,Brenn Clackson,10,B,Term 1,23,52,95,44,50,264,500,52.8,Pass
S228,Giulietta Lyffe,5,B,Term 1,93,60,87,75,47,362,500,72.4,Pass
S973,Fulton Issitt,5,B,Term 2,67,52,24,28,95,266,500,53.2,Pass
S486,Levey Mellers,3,B,Term 2,34,21,74,80,27,236,500,47.2,Pass
S365,Naomi Rosso,8,A,Term 1,48,45,34,57,32,216,500,43.2,Pass
S113,Ashli McIlreavy,11,A,Term 1,88,16,80,59,91,334,500,66.8,Pass
S316,Julianne Doggart,9,A,Term 2,41,52,87,47,30,257,500,51.4,Pass
S828,Kimball Clawson,11,B,Term 2,95,14,98,23,83,313,500,62.6,Pass
S658,Blaire Ioannou,2,A,Term 2,95,86,64,68,79,392,500,78.4,Pass
S967,Wynne Rothermel,2,B,Term 1,56,43,28,66,62,255,500,51,Pass
S159,Nikolas Gladdor,9,A,Term 1,24,30,44,85,85,268,500,53.6,Pass
S595,Lissa Farrant,11,A,Term 2,91,96,47,28,64,326,500,65.2,Pass
S176,Virgie Bank,8,B,Term 2,55,57,92,59,29,292,500,58.4,Pass
S634,Madalyn Franzolini,8,B,Term 1,16,38,65,45,50,214,500,42.8,Pass
S526,Mariquilla Whitehurst,10,A,Term 2,98,34,54,46,30,262,500,52.4,Pass
S140,Chickie Bohling,3,A,Term 1,68,37,78,51,42,276,500,55.2,Pass
S144,Dennison Luparti,3,B,Term 1,79,36,36,28,38,217,500,43.4,Pass
S006,Katuscha Leer,12,A,Term 1,80,23,62,51,28,244,500,48.8,Pass
S929,Bartie Blacklock,11,A,Term 2,60,93,94,41,46,334,500,66.8,Pass
S315,Phylis Dungate,5,A,Term 1,50,26,77,49,37,239,500,47.8,Pass
S967,Rancell Maltster,2,A,Term 1,54,91,75,31,58,309,500,61.8,Pass
S107,Marchall Vallintine,11,B,Term 2,85,88,56,22,89,340,500,68,Pass
S168,Windy Arends,5,A,Term 2,88,74,34,71,72,339,500,67.8,Pass
S910,Sheridan Armytage,5,B,Term 2,21,37,70,86,94,308,500,61.6,Pass
S860,Rogers Judkin,10,A,Term 1,67,82,54,50,68,321,500,64.2,Pass
S537,Noellyn Danelutti,4,B,Term 2,98,29,80,29,56,292,500,58.4,Pass
S135,Errick Lidgate,2,A,Term 1,82,32,52,68,78,312,500,62.4,Pass
S988,Ravid Murrum,3,A,Term 1,48,33,37,82,55,255,500,51,Pass
S128,Calhoun Cownden,8,A,Term 1,45,60,24,35,29,193,500,38.6,Pass
S018,Faustina Butterick,4,A,Term 1,73,82,62,77,88,382,500,76.4,Pass
S839,Tristam Ewles,9,A,Term 1,30,85,19,29,30,193,500,38.6,Pass
S275,Lindie Mellhuish,3,A,Term 1,83,51,43,28,64,269,500,53.8,Pass
S215,Che Haimes,12,B,Term 2,67,94,62,30,52,305,500,61,Pass
S664,Leonard Linde,9,B,Term 1,22,58,47,48,89,264,500,52.8,Pass
S063,Minny Grabham,3,B,Term 2,92,51,22,85,26,276,500,55.2,Pass
S935,Thadeus Darlow,9,B,Term 1,64,88,47,64,75,338,500,67.6,Pass
S813,Brandice Bruin,2,B,Term 2,73,79,80,34,79,345,500,69,Pass
S838,Dare Hotton,11,B,Term 2,17,59,30,82,27,215,500,43,Pass
S231,Rosalyn Behnecken,7,A,Term 1,14,77,89,63,45,288,500,57.6,Pass
S365,Ambrosio O'Mailey,7,A,Term 2,53,55,82,38,52,280,500,56,Pass
S828,Hermie O'Corhane,7,B,Term 1,92,79,27,55,71,324,500,64.8,Pass
S546,Sella Remer,4,A,Term 2,26,97,56,72,77,328,500,65.6,Pass
S713,Jamey Zute,3,A,Term 2,40,54,92,38,76,300,500,60,Pass
S951,Demetria Truwert,11,B,Term 2,25,20,47,28,40,160,500,32,Fail
S707,Aaren Gingell,6,B,Term 1,28,92,99,25,82,326,500,65.2,Pass
S690,Allissa Maliffe,5,A,Term 1,73,50,60,62,46,291,500,58.2,Pass
S794,Ira Bolf,3,A,Term 2,22,45,72,37,84,260,500,52,Pass
S425,Klarrisa Kleinerman,8,A,Term 1,46,49,79,62,68,304,500,60.8,Pass
S365,Skipper Goulden,8,B,Term 1,23,82,58,85,75,323,500,64.6,Pass
S776,Dalila Drakeley,3,A,Term 2,19,59,47,96,73,294,500,58.8,Pass
S378,Homer Lammin,10,B,Term 2,53,43,61,41,33,231,500,46.2,Pass
S098,Ruthann Donalson,3,B,Term 2,70,20,96,91,50,327,500,65.4,Pass
S844,Krissy Gainsford,3,A,Term 1,39,72,63,22,70,266,500,53.2,Pass
S424,Stefano Grinley,6,B,Term 2,69,78,37,46,49,279,500,55.8,Pass
S759,Vonni Jurczyk,2,A,Term 1,75,20,39,35,59,228,500,45.6,Pass
S290,Amabelle Bulbeck,6,B,Term 1,53,76,66,28,31,254,500,50.8,Pass
S311,Jennifer Bardwall,8,A,Term 2,43,72,77,23,56,271,500,54.2,Pass
S347,Audy Dearnaly,4,A,Term 2,34,84,73,62,93,346,500,69.2,Pass
S118,Rutledge Aime,10,B,Term 2,54,78,38,21,61,252,500,50.4,Pass
S783,Barret Cowndley,1,B,Term 2,36,32,74,25,60,227,500,45.4,Pass
S329,Laureen Whopples,9,B,Term 2,29,66,50,50,88,283,500,56.6,Pass
S246,Oralia Buckenham,7,B,Term 1,59,26,46,26,85,242,500,48.4,Pass
S593,Norine Sutherland,5,A,Term 2,98,25,96,31,24,274,500,54.8,Pass
S242,Valentin Gutridge,6,B,Term 1,70,22,82,92,81,347,500,69.4,Pass
S946,Pris Futty,12,B,Term 1,86,80,97,97,27,387,500,77.4,Pass
S767,Christiane Oleszczak,11,B,Term 2,71,45,77,22,24,239,500,47.8,Pass
S294,Eldredge Reace,7,B,Term 2,67,40,49,23,82,261,500,52.2,Pass
S456,Kala Parminter,5,B,Term 2,21,75,43,51,29,219,500,43.8,Pass
S499,Jed Scorey,11,A,Term 1,21,46,78,50,93,288,500,57.6,Pass
S238,Craggy McIlenna,12,A,Term 1,24,97,22,22,74,239,500,47.8,Pass
S532,Bonny Rossander,8,A,Term 2,60,68,50,85,63,326,500,65.2,Pass
S154,Dex Fosh,2,B,Term 1,54,20,42,56,86,258,500,51.6,Pass
S880,Merwyn Griffitts,1,A,Term 1,64,44,79,60,46,293,500,58.6,Pass
S034,Mendel Dransfield,1,A,Term 1,62,50,49,87,65,313,500,62.6,Pass
S227,Brannon Philpot,2,B,Term 2,51,82,93,68,70,364,500,72.8,Pass
S397,Portia McAllan,1,A,Term 1,92,30,37,54,57,270,500,54,Pass
S022,Giraldo Patrickson,7,A,Term 2,68,77,61,63,44,313,500,62.6,Pass
S346,Othilia Riggoll,9,B,Term 1,15,26,37,58,27,163,500,32.6,Fail
S484,Isadora Snazle,3,A,Term 2,40,70,85,26,35,256,500,51.2,Pass
S920,Dael Gresty,5,A,Term 1,86,90,85,56,82,399,500,79.8,Pass
S380,Butch Fathers,3,A,Term 1,78,34,70,73,61,316,500,63.2,Pass
S549,Jozef Yewdale,7,B,Term 2,66,86,68,84,87,391,500,78.2,Pass
S972,Sascha Carwithen,8,A,Term 1,53,64,88,95,58,358,500,71.6,Pass
S716,Cassy Tremmil,7,B,Term 1,31,39,92,77,24,263,500,52.6,Pass
S304,Emile Scones,11,B,Term 1,33,19,74,49,83,258,500,51.6,Pass
S842,Phil ducarme,12,A,Term 1,62,42,59,57,91,311,500,62.2,Pass
S159,Juana Larchier,10,B,Term 1,77,81,23,57,24,262,500,52.4,Pass
S578,Celinda Saenz,9,B,Term 1,54,93,50,85,25,307,500,61.4,Pass
S404,Marty Stitwell,2,B,Term 2,22,96,44,36,32,230,500,46,Pass
S658,Crichton Mont,7,A,Term 2,21,62,80,40,91,294,500,58.8,Pass
S837,Edward Warrier,5,A,Term 2,58,47,67,85,65,322,500,64.4,Pass
S263,Nona Akroyd,12,A,Term 2,89,16,73,61,39,278,500,55.6,Pass
S786,Lyn Frangleton,5,B,Term 2,44,80,61,59,33,277,500,55.4,Pass
S308,Sylvan Battle,3,A,Term 2,49,55,66,43,67,280,500,56,Pass
S096,Trumaine Brinklow,9,A,Term 1,82,38,35,77,61,293,500,58.6,Pass
S560,Dyanne Aucott,12,B,Term 2,62,66,30,64,85,307,500,61.4,Pass
S958,George Pantridge,12,A,Term 1,69,48,33,37,39,226,500,45.2,Pass
S422,Maridel Bromilow,1,B,Term 2,45,65,45,60,60,275,500,55,Pass
S018,Kathryne McAulay,12,A,Term 2,78,30,85,70,27,290,500,58,Pass
S224,Lind Branton,3,B,Term 2,51,25,54,41,83,254,500,50.8,Pass
S072,Nyssa Dobbison,10,A,Term 1,94,37,95,77,64,367,500,73.4,Pass
S379,Abigail Maloney,11,A,Term 1,26,53,93,24,81,277,500,55.4,Pass
S125,Arnie Peterffy,9,B,Term 2,54,90,58,81,80,363,500,72.6,Pass
S320,Ky Jeskin,10,A,Term 1,76,90,53,23,36,278,500,55.6,Pass
S328,Elvyn Klemmt,10,A,Term 2,82,37,50,77,67,313,500,62.6,Pass
S664,Leonanie Anwell,7,B,Term 2,77,79,39,22,55,272,500,54.4,Pass
S443,Lindi Thomsson,7,B,Term 2,36,51,68,31,80,266,500,53.2,Pass
S704,Bent Divell,9,A,Term 1,45,95,44,40,70,294,500,58.8,Pass
S082,Herc Larrat,9,B,Term 1,72,60,96,36,64,328,500,65.6,Pass
S251,Karissa Craxford,9,A,Term 2,91,62,79,83,82,397,500,79.4,Pass
S019,Chaim Eringey,8,A,Term 1,21,95,50,66,45,277,500,55.4,Pass
S023,Joann De Domenici,5,A,Term 2,67,33,31,36,87,254,500,50.8,Pass
S229,Robyn Vlasyev,10,B,Term 1,64,26,33,55,83,261,500,52.2,Pass
S420,Malinde Slisby,8,B,Term 1,36,49,33,95,28,241,500,48.2,Pass
S015,Arluene Gibbe,5,A,Term 1,94,46,20,77,88,325,500,65,Pass
S494,Hector Doughartie,3,A,Term 1,35,36,86,90,71,318,500,63.6,Pass
S067,Lela McKeggie,4,A,Term 2,52,25,46,87,41,251,500,50.2,Pass
S146,Stanton Leyes,8,A,Term 2,51,47,86,97,86,367,500,73.4,Pass
S117,Billy Burdell,12,A,Term 1,44,59,81,78,58,320,500,64,Pass
S413,Darill Oxtarby,10,B,Term 2,49,85,62,67,70,333,500,66.6,Pass
S093,Kristopher Luigi,1,A,Term 1,42,50,31,35,53,211,500,42.2,Pass
S297,Emmerich Bidgod,6,B,Term 1,73,94,70,82,56,375,500,75,Pass
S889,Ryan Moehle,7,B,Term 1,40,33,28,21,42,164,500,32.8,Fail
S652,Garold Poone,4,A,Term 2,69,97,29,45,73,313,500,62.6,Pass
S040,Vergil Bourrel,11,A,Term 1,74,92,86,85,66,403,500,80.6,Pass
S457,Brooks O'Halleghane,1,A,Term 2,80,12,77,21,70,260,500,52,Pass
S615,Wash De La Cote,2,B,Term 2,22,81,99,34,56,292,500,58.4,Pass
S146,Shelbi Cogger,6,A,Term 2,80,36,21,88,32,257,500,51.4,Pass
S490,Ashlin Reede,4,A,Term 2,60,76,94,93,57,380,500,76,Pass
S186,Jacquie Shimmings,1,A,Term 1,78,68,53,68,80,347,500,69.4,Pass
S467,Cally Dressell,4,B,Term 2,31,82,85,84,61,343,500,68.6,Pass
S160,Lani Scally,11,A,Term 2,15,95,23,81,59,273,500,54.6,Pass
S293,Garrik Janic,10,B,Term 2,59,29,36,35,86,245,500,49,Pass
S016,Winny Brazener,5,A,Term 2,75,67,91,33,94,360,500,72,Pass
S368,Phineas Rillatt,1,A,Term 2,46,55,52,41,32,226,500,45.2,Pass
S674,Heather Gercke,9,A,Term 1,24,45,39,34,30,172,500,34.4,Pass
S111,Urbanus Mourgue,11,B,Term 1,88,24,20,39,24,195,500,39,Pass
S791,Tobias Center,2,A,Term 1,66,53,88,59,92,358,500,71.6,Pass
S966,Aaron Roberto,3,B,Term 1,75,74,28,92,67,336,500,67.2,Pass
S883,Kevin Spick,12,A,Term 2,80,92,80,95,42,389,500,77.8,Pass
S567,Cornelius Tressler,3,A,Term 1,59,36,77,74,87,333,500,66.6,Pass
S403,Jemmy Searby,1,A,Term 1,76,28,44,35,95,278,500,55.6,Pass
S740,Randy Busson,3,A,Term 1,54,81,77,91,64,367,500,73.4,Pass
S906,Giuditta Khadir,7,A,Term 2,23,15,99,95,81,313,500,62.6,Pass
S204,Joyann Ruddick,7,B,Term 2,97,44,95,44,56,336,500,67.2,Pass
S238,Jewel Pendall,1,B,Term 2,35,15,66,30,44,190,500,38,Pass
S934,Prince Emeline,1,B,Term 2,29,85,89,66,51,320,500,64,Pass
S475,Irving Baily,8,A,Term 1,16,92,91,47,76,322,500,64.4,Pass
S732,Elbertina Mardy,1,B,Term 2,19,60,54,90,61,284,500,56.8,Pass
S832,Tiebold Rulten,9,B,Term 1,29,38,73,49,35,224,500,44.8,Pass
S615,Carmine Goby,3,A,Term 1,51,12,61,34,44,202,500,40.4,Pass
S851,Wash Lukacs,6,B,Term 2,77,79,46,65,59,326,500,65.2,Pass
S665,Kort Dahlgren,7,A,Term 1,68,58,39,44,87,296,500,59.2,Pass
S804,Burnaby Ruberry,9,A,Term 2,90,79,27,43,62,301,500,60.2,Pass
S911,Zena Rousby,1,B,Term 1,97,70,58,36,23,284,500,56.8,Pass
S453,Wiley Jago,1,B,Term 1,70,47,59,65,55,296,500,59.2,Pass
S450,Trumann Easseby,9,B,Term 2,87,30,28,84,66,295,500,59,Pass
S004,Arlyn Whalebelly,1,A,Term 1,68,21,25,78,78,270,500,54,Pass
S624,Felipe Hindhaugh,2,B,Term 2,14,62,85,28,88,277,500,55.4,Pass
S616,Aldrich McCosker,12,A,Term 1,90,13,55,95,31,284,500,56.8,Pass
S084,Mathe Haysham,10,A,Term 2,20,23,45,76,68,232,500,46.4,Pass
S620,Buddy Peal,1,B,Term 2,66,56,40,51,70,283,500,56.6,Pass
S076,Trenna Ferreli,3,B,Term 2,25,23,26,97,66,237,500,47.4,Pass
S656,Salome Shoard,9,B,Term 2,48,26,82,86,39,281,500,56.2,Pass
S837,Meade Crollman,12,B,Term 1,39,76,27,48,84,274,500,54.8,Pass
S982,Rafaello Bayston,5,A,Term 2,80,44,23,64,84,295,500,59,Pass
S651,Kennan Geraud,5,B,Term 2,56,60,74,42,91,323,500,64.6,Pass
S200,Evvy Dorre,8,A,Term 2,65,37,92,93,70,357,500,71.4,Pass
S855,Moina Donan,2,A,Term 2,55,48,39,24,54,220,500,44,Pass
S495,Aida Phillimore,11,A,Term 1,73,30,60,48,85,296,500,59.2,Pass
S812,Cointon Zecchetti,7,B,Term 1,18,72,98,34,89,311,500,62.2,Pass
S053,Jodi McNern,4,A,Term 2,41,65,43,74,39,262,500,52.4,Pass
S032,Sosanna Nockalls,3,A,Term 1,90,34,94,91,56,365,500,73,Pass
S897,Vlad O'Lehane,10,B,Term 1,42,56,66,47,60,271,500,54.2,Pass
S941,Tristan Locke,8,B,Term 2,33,79,75,67,75,329,500,65.8,Pass
S369,Aloin Cleverley,10,A,Term 2,49,56,46,51,34,236,500,47.2,Pass
S947,Rriocard McCrum,9,A,Term 1,38,59,48,84,37,266,500,53.2,Pass
S726,Nicky Bitcheno,8,B,Term 1,25,78,69,91,41,304,500,60.8,Pass
S162,Marcella Balch,12,B,Term 2,73,21,96,48,28,266,500,53.2,Pass
S733,Lona Howe,11,B,Term 1,71,32,31,86,69,289,500,57.8,Pass
S071,Morry Culvey,11,A,Term 2,76,86,20,70,41,293,500,58.6,Pass
S883,Annemarie Gauford,2,B,Term 2,34,83,64,69,88,338,500,67.6,Pass
S047,Irene Greener,2,B,Term 1,89,19,97,40,43,288,500,57.6,Pass
S641,Louie Habble,10,A,Term 2,38,67,91,23,62,281,500,56.2,Pass
S206,Dawna Ungaretti,7,B,Term 1,88,94,65,49,23,319,500,63.8,Pass
S711,Nicholas Annear,1,B,Term 2,65,84,57,28,27,261,500,52.2,Pass
S419,Mindy Hellen,1,B,Term 2,83,63,41,30,54,271,500,54.2,Pass
S846,Rodie Tobin,10,B,Term 1,20,93,36,93,89,331,500,66.2,Pass
S326,Wylie Anear,6,B,Term 2,27,74,92,61,44,298,500,59.6,Pass
S294,Ella Denley,5,A,Term 1,14,80,35,70,70,269,500,53.8,Pass
S664,Bonita Redler,5,A,Term 1,48,63,67,54,35,267,500,53.4,Pass
S169,Harli Burcombe,8,B,Term 1,89,54,73,51,41,308,500,61.6,Pass
S050,Cosmo McReynold,5,A,Term 2,87,70,67,36,90,350,500,70,Pass
S779,Rycca Bolt,5,A,Term 2,70,62,60,86,72,350,500,70,Pass
S603,Kinnie Slym,10,A,Term 2,88,59,56,56,27,286,500,57.2,Pass
S415,Frank Keenlayside,10,A,Term 1,29,13,31,35,46,154,500,30.8,Fail
S157,Claudell Sparks,11,B,Term 2,62,64,27,25,79,257,500,51.4,Pass
S528,Dwain Cleal,6,B,Term 2,18,71,66,73,43,271,500,54.2,Pass
S687,Olive Sarsons,4,B,Term 2,85,45,52,74,34,290,500,58,Pass
S540,Lesley Benoi,10,B,Term 1,55,73,64,89,38,319,500,63.8,Pass
S979,Barron Hoggin,5,B,Term 2,56,22,23,90,35,226,500,45.2,Pass
S645,Modestia Blandford,4,B,Term 2,72,62,34,48,63,279,500,55.8,Pass
S559,Gretel Summerlee,10,A,Term 1,37,29,18,33,50,167,500,33.4,Pass
S682,Sherye Prior,11,B,Term 2,93,66,91,36,31,317,500,63.4,Pass
S888,Say Celand,2,A,Term 1,76,97,51,21,80,325,500,65,Pass
S435,Loleta Yanshin,2,B,Term 1,89,74,95,32,53,343,500,68.6,Pass
S950,Myrtia Sweatland,2,A,Term 2,89,55,51,91,72,358,500,71.6,Pass
S755,Lynde Hurl,8,B,Term 1,84,60,26,51,28,249,500,49.8,Pass
S655,Inger Mogey,10,B,Term 1,56,92,42,42,81,313,500,62.6,Pass
S321,Ebenezer Besemer,1,A,Term 2,21,29,62,96,79,287,500,57.4,Pass
S319,Mair Hargroves,12,B,Term 1,46,23,21,43,91,224,500,44.8,Pass
S714,Tommy Scinelli,5,A,Term 2,66,29,83,63,91,332,500,66.4,Pass
S274,Augy Hansbury,8,B,Term 2,88,19,94,55,38,294,500,58.8,Pass
S123,Cobbie Risso,12,B,Term 1,37,36,61,87,39,260,500,52,Pass
S659,Barney Cheverton,5,B,Term 2,28,24,31,95,69,247,500,49.4,Pass
S482,Leslie Peller,2,A,Term 2,50,56,58,47,82,293,500,58.6,Pass
S060,Ab FitzGibbon,9,A,Term 2,81,31,81,84,23,300,500,60,Pass
S365,Salem Demonge,3,A,Term 2,30,58,62,29,85,264,500,52.8,Pass
S405,Humphrey Capel,12,B,Term 1,61,67,80,70,57,335,500,67,Pass
S777,Philly Couves,5,B,Term 2,20,19,42,76,31,188,500,37.6,Pass
S888,Hinze Gaine,2,A,Term 2,14,77,82,91,35,299,500,59.8,Pass
S264,Antonina Arnhold,6,B,Term 2,73,31,55,36,90,285,500,57,Pass
S497,Zitella Durek,8,B,Term 1,73,30,62,52,26,243,500,48.6,Pass
S185,Katinka Di Maria,12,B,Term 1,26,93,35,95,75,324,500,64.8,Pass
